name,series,brand,price,gender,made_in,movement,case_material,strap_material,glass,reference_number
Casio - General - MTP - 1375D - 7AVDF,General,"
      Casio","EGP 5,350.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral Glass,MTP-1375D-7AVDF
Hugo Boss - Pilot Edition - HB151.3851,Pilot Edition,"
      Hugo Boss","EGP 18,135.00",Men,China,Quartz,Color Coated Stainless Steel,Leather,Mineral,HB151.3851
Hugo Boss - Santiago - HB151.3864,Santiago,"
      Hugo Boss","EGP 15,595.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3864
Calvin Klein - Steadfast - K8S211C6,Steadfast,"
      Calvin Klein","EGP 7,910.00",Men,Switzerlnad,Quartz,Stainless Steel,Leather,Scratch Resistant Mineral,K8S211C6
Calvin Klein - Bright - KBH211C1,Bright,"
      Calvin Klein","EGP 7,910.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Scratch Resistant Mineral,KBH211C1
Calvin Klein - Bright - KBH211C6,Bright,"
      Calvin Klein","EGP 7,910.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Mineral,KBH211C6
Lacoste - 12.12 KIDS - 2030033,L.12.12 KIDS,"
      Lacoste","EGP 3,435.00",Kids,China,Quartz,Plastic,Silicone,Mineral,2030033
Lacoste - L.12.12 - 2001065,L.12.12,"
      Lacoste","EGP 5,900.00",Women,Switzerland,Quartz,Stainless Steel and Plastic/Resin,Rubber,Mineral,2001065
Lacoste - L12.12 - 2030031,L12.12,"
      Lacoste","EGP 3,435.00",Kids,China,Quartz,Plastic,Silicone,Mineral,2030031
Tommy Hilfiger - Patrick - 179.1785,Patrick,Unknown,"EGP 12,270.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,179.1785
Tommy Hilfiger - Mason - 179.1793,Mason,Unknown,"EGP 12,080.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,179.1793
Tommy Hilfiger - Jameson - 179.1794,Jameson,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1794
Tommy Hilfiger - Sport - 179.1812,Unknown,Unknown,"EGP 7,865.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Frederique Constant - Horological - FC - 282AS5B4,Horological,Unknown,"EGP 46,550.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Convex Sapphire,FC-282AS5B4
Casio - G - Presents Lover's - LOV - 20B - 4DR,G-Presents Lover's,Unknown,"EGP 14,550.00",Unisex,China,Unknown,Resin,Resin,Mineral,LOV-20B-4DR
Casio - Youth - MWD - 100H - 1AVDF,Youth,"
      Casio","EGP 3,650.00",Men,China,Quartz,Resin,Resin,Resin,MWD-100H-1AVDF
Casio - Youth - MWD - 100HD - 1AVDF,Youth,"
      Casio","EGP 4,650.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Resin,MWD-100HD-1AVDF
Casio - Baby - G - BA - 130 - 1A3DR,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-130-1A3DR
Casio - Baby - G - BG - 169G - 7BDR,Baby-G,Unknown,"EGP 7,550.00",Unisex,China,Unknown,Resin,Resin,Mineral,BG-169G-7BDR
Casio - Baby - G - BG - 169R - 1BDR,Baby-G,Unknown,"EGP 6,825.00",Unisex,China,Unknown,Resin,Resin,Mineral,BG-169R-1BDR
Casio - Baby - G - BGA - 150ST - 1ADR,Baby-G,Unknown,"EGP 9,375.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-150ST-1ADR
Casio - Baby - G - BGA - 230PC - 9BDR,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-230PC-9BDR
Casio - Baby - G - BGA - 230SA - 1ADR,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-230SA-1ADR
Casio - Baby - G - BGA - 250 - 2A2DR,Baby-G,"
      Casio","EGP 8,195.00",Women,China,Quartz,Resin,Resin,Mineral,BGA-250-2A2DR
Casio - Baby - G - BGA - 250 - 4ADR,Baby-G,Unknown,"EGP 8,195.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-250-4ADR
Casio - Baby - G - BGA - 250 - 7A1DR,Baby-G,Unknown,"EGP 8,195.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-250-7A1DR
Casio - Baby - G - BGA - 250 - 7A2DR,Baby-G,"
      Casio","EGP 8,295.00",Women,China,Quartz,Resin,Resin,Mineral,BGA-250-7A2DR
Casio - Baby - G - BGA - 260SC - 1ADR,Baby-G,Unknown,"EGP 8,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-260SC-1ADR
Casio - Baby - G - BGA - 260CH - 1ADR,Baby-G,Unknown,"EGP 11,295.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-260CH-1ADR
Casio - Baby - G - BGA - 270 - 1ADR,Baby-G,Unknown,"EGP 8,595.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-270-1ADR
Casio - Baby - G - BGD - 560S - 8DR,Baby-G,"
      Casio","EGP 7,250.00",Unisex,China,Quartz,Resin,Resin,Mineral,BGD-560S-8DR
Casio - Baby - G - BGD - 560BC - 9DR,Baby-G,Unknown,"EGP 7,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGD-560BC-9DR
Casio - G - Shock - DW - 5600SC - 8DR,G-Shock,Unknown,"EGP 7,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,DW-5600SC-8DR
Casio - G - Shock - DW - 5600MW - 7DR,G-Shock,"
      Casio","EGP 7,150.00",Unisex,China,Quartz,Resin,Resin,Mineral,DW-5600MW-7DR
Casio - G - Shock - DWE - 5600CC - 3DR,G-Shock,Unknown,"EGP 18,895.00",Unisex,China,Unknown,Resin,Resin,Mineral,DWE-5600CC-3DR
Casio - Edifice - EFV - 570D - 7AVUDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-570D-7AVUDF
Casio - Edifice - EFV - C100D - 1BVDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-C100D-1BVDF
Casio - Edifice - EFS - S560DB - 1AVUDF,Edifice,Unknown,"EGP 17,895.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Sapphire Glass with non-reflective coating,EFS-S560DB-1AVUDF
Casio - Edifice - EQB - 1000D - 1ADR,Edifice,"
      Casio","EGP 23,995.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Sapphire Glass with non-reflective coating,EQB-1000D-1ADR
Casio - Edifice - ERA - 110D - 2AVDF,Edifice,"
      Casio","EGP 10,795.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,ERA-110D-2AVDF
Casio - Edifice - ECB - 20D - 1ADF,Edifice,"
      Casio","EGP 12,825.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,ECB-20D-1ADF
Casio - G - Shock - DW - 5610SU - 3DR,G-Shock,"
      Casio","EGP 7,150.00",Men,China,Quartz,Resin,Resin,Mineral,DW-5610SU-3DR
Casio - G - Shock - GMD - B800 - 1DR,G-Shock,Unknown,"EGP 7,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,GMD-B800-1DR
Casio - Baby - G - BA - 130 - 1A2DR,Baby-G,Unknown,"EGP 10,795.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-130-1A2DR
Casio - G - Shock - GA - 2100THS - 1ADR,G-Shock,Unknown,"EGP 11,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-2100THS-1ADR
Casio - G - Shock - GA - 2100 - 1ADR,G-Shock,"
      Casio","EGP 7,695.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2100-1ADR
Casio - G - Shock - GA - 2000SU - 1ADR,G-Shock,Unknown,"EGP 10,495.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-2000SU-1ADR
Casio - G - Shock - GG - 1000 - 1A3DR,G-Shock,Unknown,"EGP 23,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,GG-1000-1A3DR
Tommy Hilfiger - Brooke - 178.2019,Brooke,Unknown,"EGP 7,695.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,178.2019
Boss Black - Ocean - HB151.3697,Ocean,"
      boss","EGP 18,135.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3697
Casio - Baby - G - BGA - 150EF - 7BDR,Baby-G,Unknown,"EGP 8,950.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-150EF-7BDR
Casio - Baby - G - BGA - 150PG - 2B1DR,Baby-G,Unknown,"EGP 8,950.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-150PG-2B1DR
Casio - Baby - G - BGD - 570 - 1BDR,Baby-G,Unknown,"EGP 7,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGD-570-1BDR
Casio - Baby - G - BSA - B100 - 7ADR,Baby-G,Unknown,"EGP 10,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BSA-B100-7ADR
Casio - Baby - G - BSA - B100MF - 7ADR,Baby-G,Unknown,"EGP 10,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BSA-B100MF-7ADR
Casio - Baby - G - BSA - B100SC - 7ADR,Baby-G,Unknown,"EGP 10,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BSA-B100SC-7ADR
Casio - G - Shock - DW - 5600TGA - 9DR,G-Shock,Unknown,"EGP 8,375.00",Unisex,China,Unknown,Resin,Resin,Mineral,DW-5600TGA-9DR
Casio - G - Shock - DW - 6900LS - 1DR,G-Shock,"
      Casio","EGP 8,425.00",Men,China,Quartz,Resin,Resin,Mineral,DW-6900LS-1DR
Casio - G - Shock - GA - 110LS - 7ADR,G-Shock,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-110LS-7ADR
Casio - G - Shock - GA - 140 - 1A4DR,G-Shock,Unknown,"EGP 8,895.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-140-1A4DR
Casio - G - Shock - GA - 900E - 1A3DR,G-Shock,Unknown,"EGP 12,695.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-900E-1A3DR
Casio - G - Shock - GM - 5600SCM - 1DR,G-Shock,"
      Casio","EGP 16,450.00",Unisex,China,Quartz,Stainless Steel,Resin,Mineral,GM-5600SCM-1DR
Casio - G - Shock - GM - 6900SCM - 1DR,G-Shock,Unknown,"EGP 16,895.00",Unisex,China,Unknown,Resin,Resin,Mineral,GM-6900SCM-1DR
Hugo Boss - Invent - HB153.0145,Invent,Unknown,"EGP 9,970.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0145
Hugo Boss - Seek - HB153.0150,Seek,"
      Hugo Boss","EGP 10,885.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB153.0150
Hugo Boss - Real - HB153.0153,Real,Unknown,"EGP 9,970.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0153
Hugo Boss - Real - HB153.0154,Real,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0154
Hugo Boss - Chase - HB153.0161,Chase,"
      Hugo Boss","EGP 10,885.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB153.0161
Hugo Boss - Chase - HB153.0162,Chase,Unknown,"EGP 12,700.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0162
Hugo Boss - Chase - HB153.0163,Chase,Unknown,"EGP 12,700.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,HB153.0163
Lacoste - Victoria - 2001015,Victoria,Unknown,"EGP 12,700.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2001015
Lacoste - Moon - 2001079,Moon,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Plated Stainless Steel,Leather,Mineral,2001079
Lacoste - Nautical - 2011030,Nautical,Unknown,"EGP 10,155.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2011030
Casio - Baby - G - BA - 110RG - 1ADR,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-110RG-1ADR
Casio - Baby - G - BA - 120TG - 4ADR,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-120TG-4ADR
Casio - Baby - G - BA - 130 - 1ADR,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-130-1ADR
Casio - Baby - G - BA - 130 - 7A2DR,Baby-G,Unknown,"EGP 10,695.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-130-7A2DR
Casio - Baby - G - BG - 169R - 2BDR,Baby-G,Unknown,"EGP 6,825.00",Unisex,China,Unknown,Resin,Resin,Mineral,BG-169R-2BDR
Casio - Baby - G - BG - 6901 - 7DR,Baby-G,Unknown,"EGP 8,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,BG-6901-7DR
Casio - G - Shock - DW - 6900BB - 1DR,G-Shock,"
      Casio","EGP 7,495.00",Men,China,Quartz,Resin,Resin,Mineral,DW-6900BB-1DR
Casio - G - Shock - DW - 6900SK - 1DR,G-Shock,Unknown,"EGP 7,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,DW-6900SK-1DR
Casio - G - Shock - GA - 110MMC - 1ADR,G-Shock,"
      Casio","EGP 10,450.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110MMC-1ADR
Casio - G - Shock - GA - 400SK - 1A9DR,G-Shock,"
      Casio","EGP 11,495.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-400SK-1A9DR
Casio - G - Shock - GA - 700MMC - 1ADR,G-Shock,Unknown,"EGP 10,650.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-700MMC-1ADR
Casio - G - Shock - GA - 710GB - 1ADR,G-Shock,Unknown,"EGP 12,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-710GB-1ADR
Casio - G - Shock - GAS - 100RB - 1ADR,G-Shock,Unknown,"EGP 12,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,GAS-100RB-1ADR
Casio - G - Shock - GN - 1000B - 1ADR,G-Shock,Unknown,"EGP 20,695.00",Unisex,China,Unknown,Resin,Resin,Mineral,GN-1000B-1ADR
Casio - G - Shock - GW - B5600BL - 1DR,G-Shock,"
      Casio","EGP 9,295.00",Unisex,China,Quartz,Resin,Resin,Mineral,GW-B5600BL-1DR
Tommy Hilfiger - Gavin - 179.1470,Gavin,Unknown,"EGP 13,360.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,179.147
Tommy Hilfiger - Austin - 179.1636,Austin,Unknown,"EGP 12,805.00",Unisex,China,Unknown,Stainless Steel,Rubber,Mineral,179.1636
Casio - Baby - G - BA - 110CH - 3ADR,Baby G,Unknown,"EGP 12,750.00",Unisex,China,Unknown,Resin,Resin,Acrylic,BA-110CH-3ADR
Casio - Baby - G - BA - 110RG - 4ADR,Baby G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Acrylic,BA-110RG-4ADR
Casio - Baby - G - BA - 112 - 1ADR,Baby G,Unknown,"EGP 10,395.00",Unisex,China,Unknown,Resin,Resin,Acrylic,BA-112-1ADR
Casio - Baby - G - BG - 6901 - 1DR,Unknown,Unknown,"EGP 9,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - Baby - G - BLX - 560 - 1DR,Unknown,Unknown,"EGP 7,250.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G - Shock - GA - 110GW - 7ADR,G-Shock,Unknown,"EGP 12,195.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-110GW-7ADR
Casio - G - Shock - GA - 110MW - 7ADR,G-Shock,"
      Casio","EGP 9,595.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110MW-7ADR
Tommy Hilfiger - Decker - 179.1473,Decker,"
      Tommy Hilfiger","EGP 11,500.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,179.1473
Jaguar - Executive - J861/2,Executive,"
      Jaguar","EGP 23,995.00",Men,Switzerland,Quartz,Stainless Steel,Stainless Steel,Mineral,J861/2
Jaguar - Executive - J861/3,Executive,"
      Jaguar","EGP 23,995.00",Men,Switzeraland,Quartz,Stainless Steel,Stainless Steel,Mineral,J861/3
Tommy Hilfiger - Multi - function - 179.1604,Multi-function,Unknown,"EGP 12,805.00",Unisex,China,Unknown,Lonic Plated Black Steel,Leather,Mineral,179.1604
Calvin Klein - Contrast - K9E211K6,Contrast,Unknown,"EGP 9,230.00",Unisex,Switzerland,Unknown,Stainless Steel,Stainless Steel,Mineral,K9E211K6
Calvin Klein - Established - K9H2X1C6,Established,Unknown,"EGP 9,230.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Mineral,K9H2X1C6
Hugo Boss - Lead - HB153.0064,Lead,Unknown,"EGP 8,160.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,153.0064
Hugo Boss - Create - HB153.0014,Create,Unknown,"EGP 8,160.00",Unisex,China,Unknown,Lonic Plated Black Steel,Silicone,Hardened Mineral,153.0014
Boss Black - HB151.2448,Kinsy,"
      boss","EGP 18,135.00",Men,China,Quartz,Stainless steel,Leather,Mineral,1512448
Boss Black - HB151.2724,Liv,"
      boss","EGP 16,325.00",Men,China,Quartz,Stainless steel,Stainless steel,Mineral,1512724
Boss Black - HB151.2921,Lori,"
      boss","EGP 18,135.00",Men,China,Quartz,Stainless steel case with Rose Gold IP,Embossed crocodile pattern calfskin leather,Mineral,1512921
Boss Black - HB151.3372,Mia,"
      boss","EGP 8,245.00",Men,China,Quartz,Stainless steel with rose gold IP,leather,Mineral,1513372
Boss Black - HB151.2959,Oliver,"
      boss","EGP 16,325.00",Men,China,Quartz,Stainless steel,Stainless steel with Black IP Two-tone,Mineral,1512959
Boss Black - HB151.3618,Zoey,"
      boss","EGP 13,780.00",Men,China,Quartz,Stainless Steel,Embossed crocodile pattern calfskin leather,Mineral,1513618
Boss Black - HB151.3619,Unknown,"
      boss","EGP 16,325.00",Men,China,Quartz,Stainless Steel,Embossed crocodile pattern calfskin leather,Mineral,1513619
Raymond Weil - Maestro - 2227.ST.00659,Maestro,Unknown,"EGP 102,210.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,2227-ST-00659
Raymond Weil - Maestro - 2237 - PC5 - 65001,Maestro,Unknown,"EGP 86,730.00",Unisex,Unknown,Unknown,Stainless steel with rose gold PVD plating,Genuine calf leather,Sapphire,2237-PC5-65001
Raymond Weil - Maestro - 2237.STC.00659,Maestro,Unknown,"EGP 73,680.00",Unisex,Unknown,Unknown,Stainless Steel,Genuine calf leather,Sapphire,2237-STC-00659
Raymond Weil - Maestro - 2238.STC.00659,Maestro,Unknown,"EGP 85,100.00",Unisex,Unknown,Unknown,Stainless Steel,Genuine calf leather,Sapphire,2238-STC-00659
Raymond Weil - Maestro - 2837 - SL5 - 65001,Maestro,Unknown,"EGP 95,700.00",Unisex,Unknown,Unknown,Stainless Steel,Leather,Scratch Resistant Sapphire,2837-SL5-65001
Raymond Weil - Maestro - 2837.STC.00659,Maestro,Unknown,"EGP 89,440.00",Unisex,Unknown,Unknown,Stainless Steel,Leather,Sapphire,2837-STC-00659
Raymond Weil - Maestro - 2838 - SL5 - 05658,Maestro,Unknown,"EGP 102,210.00",Unisex,Unknown,Unknown,Stainless Steel,Leather,Scratch Resistant Sapphire,2838-SL5-05658
Raymond Weil - Shine - 1600.STP.00995,Shine,Unknown,"EGP 95,850.00",Unisex,Unknown,Unknown,Stainless Steel,stainless steel with yellow gold PVD plating,Sapphire,1600-STP-00995
Raymond Weil - Tango - 5391.ST.30001,Tango,Unknown,"EGP 43,470.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Scratch Resistant Sapphire,5391-ST-30001
Raymond Weil - Tango - 5960 - SP5 - 00995,Tango,Unknown,"EGP 66,010.00",Unisex,Unknown,Unknown,stainless steel with rose gold PVD plating,Stainless steel with rose gold PVD plating,Sapphire,5960-SP5-00995
Raymond Weil - Tango - 5960 - ST - 00995,Tango,Unknown,"EGP 73,680.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,5960-ST-00995
Raymond Weil - Tango - 8160.SR1.20001,Tango,Unknown,"EGP 70,210.00",Unisex,Unknown,Unknown,Stainless steel with black ceramic bezel,Rubber,Scratch Resistant Sapphire,8160-SR1-20001
Raymond Weil - Tango - 8160.ST.00208,Tango,Unknown,"EGP 63,900.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,8160-ST-00208
Raymond Weil - Tango - 8160.ST.00300,Tango,Unknown,"EGP 63,900.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,8160-ST-00300
Raymond Weil - Tango - 8560 - ST2 - 20001,Tango,Unknown,"EGP 80,210.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,8560-ST2-20001
Michael Kors - Daci - MK3190,Unknown,Unknown,"EGP 19,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Daci - MK3191,Unknown,Unknown,"EGP 19,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Daci - MK3203,Unknown,Unknown,"EGP 21,395.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Parker - MK5354,Unknown,Unknown,"EGP 20,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Ritz - MK6356,Unknown,Unknown,"EGP 19,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Ritz - MK6428,Unknown,Unknown,"EGP 19,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - General - AD - S800WH - 2A2VDF,General,Unknown,"EGP 5,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,AD-S800WH-2A2VDF
Casio - General - AEQ - 110BW - 9AVDF,General,Unknown,"EGP 3,895.00",Unisex,China,Unknown,Plastic,Resin,Resin,AEQ-110BW-9AVDF
Casio - General - AEQ - 110W - 1A3VDF,General,"
      Casio","EGP 3,495.00",Men,China,Quartz,Resin,Resin,Mineral,AEQ-110W-1A3VDF
Casio - General - AEQ - 110W - 1AVDF,General,Unknown,"EGP 3,495.00",Unisex,China,Unknown,Resin,Resin,Mineral,AEQ-110W-1AVDF
Lacoste - Charlotte - 2000834,Charlotte,Unknown,"EGP 12,500.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2000834
Lacoste - Charlotte - 2000835,Charlotte,Unknown,"EGP 12,500.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2000835
Lacoste - Mackay - 2000840,Mackay,Unknown,"EGP 11,970.00",Unisex,China,Unknown,Stainless Steel,Stainless steel,Mineral,2000840
Lacoste - Philadelphia - 2000867,Philadelphia,Unknown,"EGP 12,500.00",Unisex,China,Unknown,Stainless Steel,Stainless steel,Mineral,2000867
Lacoste - Philadelphia - 2000898,Philadelphia,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2000898
Lacoste - Lacoste.12.12 - 2000958,Lacoste.12.12,Unknown,"EGP 7,245.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2000958
Lacoste - Charlotte - 2000964,Charlotte,Unknown,"EGP 13,610.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2000964
Lacoste - Advantage - 2010414,Advantage,Unknown,"EGP 7,245.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010414
Lacoste - Montreal - 2010596,Montreal,Unknown,"EGP 7,975.00",Unisex,China,Unknown,Stainless Steel,leather,Mineral,2010596
Lacoste - Durban - 2010699,Durban,Unknown,"EGP 10,155.00",Unisex,China,Unknown,Stainless Steel,Nylon,Mineral,2010699
Lacoste - Seattle Chrono - 2010712,Seattle Chrono,Unknown,"EGP 11,795.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010712
Lacoste - Fidji - 2010713,Fidji,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010713
Lacoste - Fidji - 2010740,Fidji,Unknown,"EGP 11,795.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2010740
Lacoste - Panama Chrono - 2010741,Panama Chrono,Unknown,"EGP 12,900.00",Unisex,China,Unknown,Stainless Steel,Calfskin,Mineral,2010741
Lacoste - Borneo Chrono - 2010754,Borneo Chrono,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Resin,Resin,Mineral,2010754
Lacoste - Montreal - 2010776,Montreal,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2010776
Lacoste - Seattle - 2010799,Seattle,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010799
Lacoste - Seattle - 2010801,Seattle,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2010801
Lacoste - Montreal - 2010805,Montreal,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,leather,Mineral,2010805
Lacoste - Borneo - 2010813,Borneo,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2010813
Lacoste - Lacoste.12.12 - 2010822,Lacoste.12.12,Unknown,"EGP 9,970.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2010822
Lacoste - Moon - 2010871,Moon,Unknown,"EGP 9,970.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2010871
Lacoste - Metro - 2010877,Metro,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2010877
Lacoste - Tonga - 2010879,Tonga,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010879
Lacoste - Tonga - 2010880,Tonga,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010880
Lacoste - Westport - 2010885,Westport,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2010885
Lacoste - Edmonton - 2010888,Edmonton,Unknown,"EGP 7,790.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,2010888
Lacoste - Lacoste.12.12 - 2010921,Lacoste.12.12,Unknown,"EGP 8,160.00",Unisex,China,Unknown,Stainless Steel,Nylon,Mineral,2010921
Lacoste - Lacoste.12.12 - 2010972,Lacoste.12.12,"
      Lacoste","EGP 8,900.00",Men,China,Quartz,Resin,Silicone,Mineral,2010972
Lacoste - Cabreton - 2010978,Cabreton,Unknown,"EGP 10,155.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010978
Lacoste - Cabreton - 2010980,Cabreton,Unknown,"EGP 11,795.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010980
Lacoste - Lacoste.12.12 - 2010988,Lacoste.12.12,Unknown,"EGP 5,900.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2010988
Casio - EDIFICE - EF - 550D - 7AVUDF,Unknown,Unknown,"EGP 15,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - EDIFICE - EQS - A500DB - 1AVDR,Unknown,Unknown,"EGP 19,495.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
